song,scene,duration,confidence,loudness,tempo,tempo_confidence,key,key_confidence,mode,mode_confidence,time_signature,time_signature_confidence,name,type,active_lights,colors,avg_brightness,avg_strobe,uses_mfft,uses_time,uses_bool,active_light_types,dominant_color
Peace of Mind,ambient1,14.70526,0.757,-14.03,127.967,0.342,0,0.0,1,0.0,4,1.0,ambient1,ambient,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 4, 'purple': 4}",,0.0,False,True,False,"{'rgb': 8, 'dimmer': 2}",blue
Peace of Mind,build1,33.48654,0.141,-11.208,131.9,0.408,0,0.0,1,0.0,4,1.0,build1,build,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 4, 'purple': 4}",127.5,0.0,True,True,False,"{'rgb': 8, 'dimmer': 2}",blue
Peace of Mind,blue_bass_pulse,47.74353,0.696,-6.826,132.147,0.596,0,0.707,1,0.619,4,1.0,blue_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'blue': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",blue
Peace of Mind,ambient1,6.83111,0.926,-19.752,131.717,0.487,9,0.0,0,0.0,4,1.0,ambient1,ambient,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 4, 'purple': 4}",,0.0,False,True,False,"{'rgb': 8, 'dimmer': 2}",blue
nanana,chill_white,14.00218,1.0,-15.009,180.517,0.391,6,0.395,0,0.46,4,1.0,chill_white,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'white': 8},85.0,0.0,True,False,True,"{'rgb': 8, 'dimmer': 4, 'strobe': 1}",white
nanana,pink_bass_pulse,39.67786,0.954,-6.779,180.018,0.657,1,0.0,1,0.0,4,1.0,pink_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'pink': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",pink
nanana,swamp,23.32813,0.958,-14.618,179.71,0.354,9,0.25,1,0.375,4,1.0,swamp,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']","{'green': 4, 'blue': 4}",0.0,0.0,False,False,True,"{'dimmer': 4, 'rgb': 8, 'strobe': 1}",green
nanana,pink_bass_pulse,38.99007,0.873,-6.742,179.967,0.593,10,0.043,1,0.375,4,1.0,pink_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'pink': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",pink
nanana,chill_pink,6.66843,0.985,-26.673,179.644,0.203,0,0.0,1,0.0,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
You Spin Me Round (Like a Record),rightround,35.2289,1.0,-3.705,128.211,0.662,4,0.563,1,0.413,4,1.0,rightround,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'lasers', 'discoball']",{},141.66666666666666,255.0,True,False,True,"{'rgb': 8, 'dimmer': 2}",
You Spin Me Round (Like a Record),rightround,16.37763,0.338,-2.807,128.192,0.62,6,0.794,0,0.679,4,1.0,rightround,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'lasers', 'discoball']",{},141.66666666666666,255.0,True,False,True,"{'rgb': 8, 'dimmer': 2}",
You Spin Me Round (Like a Record),rightround,25.7538,0.478,-3.138,128.152,0.494,4,0.034,1,0.096,4,1.0,rightround,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'lasers', 'discoball']",{},141.66666666666666,255.0,True,False,True,"{'rgb': 8, 'dimmer': 2}",
You Spin Me Round (Like a Record),party,7.48457,0.621,-3.931,128.058,0.713,6,0.496,0,0.542,4,1.0,party,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']","{'purple': 2, 'pink': 4, 'blue': 1, 'green': 1}",28.333333333333332,85.0,True,True,True,"{'rgb': 8, 'dimmer': 4, 'strobe': 1}",pink
You Spin Me Round (Like a Record),rightround,19.66503,0.624,-3.189,128.224,0.569,4,0.124,0,0.378,4,1.0,rightround,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'lasers', 'discoball']",{},141.66666666666666,255.0,True,False,True,"{'rgb': 8, 'dimmer': 2}",
You Spin Me Round (Like a Record),rightround,15.90819,0.22,-3.759,128.222,0.494,4,0.324,1,0.204,4,1.0,rightround,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'lasers', 'discoball']",{},141.66666666666666,255.0,True,False,True,"{'rgb': 8, 'dimmer': 2}",
You Spin Me Round (Like a Record),trance,16.84606,0.805,-3.175,128.442,0.381,6,0.106,0,0.464,4,1.0,trance,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'discoball']",{'purple': 8},255.0,255.0,False,True,True,"{'rgb': 8, 'dimmer': 1}",purple
You Spin Me Round (Like a Record),rightround,27.61388,0.822,-3.451,128.199,0.494,6,0.6,0,0.552,4,1.0,rightround,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'lasers', 'discoball']",{},141.66666666666666,255.0,True,False,True,"{'rgb': 8, 'dimmer': 2}",
You Spin Me Round (Like a Record),trance,21.99379,0.13,-4.071,128.179,0.404,11,0.0,0,0.0,4,1.0,trance,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'discoball']",{'purple': 8},255.0,255.0,False,True,True,"{'rgb': 8, 'dimmer': 1}",purple
You Spin Me Round (Like a Record),discovibe,8.27482,1.0,-23.069,128.156,0.343,11,0.0,0,0.0,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Nightcall,whispers,13.05136,1.0,-11.683,92.274,0.394,5,0.0,1,0.0,4,1.0,whispers,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 3, 'purple': 3, 'green': 2}",20.833333333333332,0.0,True,True,True,"{'rgb': 8, 'dimmer': 2, 'strobe': 1}",blue
Nightcall,bluevelvet,19.77958,0.962,-6.001,90.996,0.586,11,0.602,0,0.468,4,1.0,bluevelvet,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']",{'blue': 8},56.25,0.0,True,False,False,"{'dimmer': 2, 'rgb': 8}",blue
Nightcall,bluevelvet,45.16639,0.328,-3.935,90.984,0.362,9,0.925,0,0.632,4,0.935,bluevelvet,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']",{'blue': 8},56.25,0.0,True,False,False,"{'dimmer': 2, 'rgb': 8}",blue
Nightcall,chill_pink,40.20449,0.525,-4.425,91.176,0.324,0,0.297,1,0.602,4,0.93,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Nightcall,bluevelvet,44.19343,0.363,-4.782,90.998,0.464,9,0.263,0,0.418,4,0.686,bluevelvet,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']",{'blue': 8},56.25,0.0,True,False,False,"{'dimmer': 2, 'rgb': 8}",blue
Nightcall,chill_pink,38.23754,0.55,-4.785,91.081,0.34,0,0.274,1,0.605,4,0.432,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Nightcall,ambient1,20.42947,0.52,-7.164,91.168,0.365,0,0.163,1,0.556,4,0.062,ambient1,ambient,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 4, 'purple': 4}",,0.0,False,True,False,"{'rgb': 8, 'dimmer': 2}",blue
Nightcall,discovibe,29.68529,0.199,-5.444,91.079,0.375,0,0.296,1,0.631,4,0.5,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Nightcall,discovibe,7.66579,0.937,-17.104,91.065,0.345,0,0.0,1,0.0,3,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Heartquake - Picard Brothers Remix,vintage,8.08449,1.0,-19.629,125.111,0.773,1,0.014,1,0.358,4,1.0,vintage,effect,"['orb', 'ropes']",{},141.25,,True,False,False,{'dimmer': 2},
Heartquake - Picard Brothers Remix,bluevelvet,62.02041,0.51,-8.466,125.002,0.663,10,0.469,0,0.485,4,1.0,bluevelvet,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']",{'blue': 8},56.25,0.0,True,False,False,"{'dimmer': 2, 'rgb': 8}",blue
Heartquake - Picard Brothers Remix,pink_bass_pulse,30.72272,0.804,-4.102,125.011,0.822,10,0.086,0,0.397,4,1.0,pink_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'pink': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",pink
Heartquake - Picard Brothers Remix,red_pulse,12.95773,0.44,-7.849,125.065,0.807,10,0.0,0,0.0,4,1.0,red_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'red': 8},85.0,0.0,True,False,True,"{'rgb': 8, 'dimmer': 4, 'strobe': 1}",red
Heartquake - Picard Brothers Remix,build1,33.1165,0.435,-6.562,125.02,0.552,10,0.023,0,0.381,4,1.0,build1,build,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 4, 'purple': 4}",127.5,0.0,True,True,False,"{'rgb': 8, 'dimmer': 2}",blue
Heartquake - Picard Brothers Remix,trance,30.71132,0.715,-3.743,124.966,0.714,1,0.289,1,0.437,4,1.0,trance,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'discoball']",{'purple': 8},255.0,255.0,False,True,True,"{'rgb': 8, 'dimmer': 1}",purple
Heartquake - Picard Brothers Remix,chill_pink,15.36899,0.967,-8.384,125.062,0.657,8,0.083,1,0.572,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Heartquake - Picard Brothers Remix,chill_pink,15.37708,0.175,-5.476,124.879,0.818,3,0.6,0,0.582,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Heartquake - Picard Brothers Remix,blue_riser,13.43249,0.602,-10.012,125.059,0.708,10,0.797,1,0.516,4,1.0,blue_riser,build,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'blue': 8},,255.0,False,True,False,{'rgb': 8},blue
Heartquake - Picard Brothers Remix,build1,32.15814,0.928,-3.672,124.918,0.738,9,0.0,1,0.0,4,1.0,build1,build,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 4, 'purple': 4}",127.5,0.0,True,True,False,"{'rgb': 8, 'dimmer': 2}",blue
Heartquake - Picard Brothers Remix,chill_pink,9.50373,0.821,-9.029,125.11,0.883,10,0.0,0,0.0,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Beggin',vintage,8.6072,1.0,-24.147,126.114,0.696,11,0.791,1,0.652,4,1.0,vintage,effect,"['orb', 'ropes']",{},141.25,,True,False,False,{'dimmer': 2},
Beggin',sexy,22.38929,1.0,-10.511,125.933,0.628,4,0.693,1,0.566,4,1.0,sexy,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6']",{'red': 8},106.38888888888889,0.0,True,False,False,"{'rgb': 8, 'dimmer': 1}",red
Beggin',sexy,13.80619,0.397,-6.322,126.101,0.881,11,0.67,0,0.596,4,1.0,sexy,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6']",{'red': 8},106.38888888888889,0.0,True,False,False,"{'rgb': 8, 'dimmer': 1}",red
Beggin',sexy,17.61595,0.059,-5.102,125.984,0.834,8,0.644,0,0.597,4,1.0,sexy,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6']",{'red': 8},106.38888888888889,0.0,True,False,False,"{'rgb': 8, 'dimmer': 1}",red
Beggin',sexy,29.522,0.032,-5.491,126.087,0.772,8,0.634,0,0.524,4,1.0,sexy,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6']",{'red': 8},106.38888888888889,0.0,True,False,False,"{'rgb': 8, 'dimmer': 1}",red
Beggin',sexy,17.16234,0.031,-5.537,126.007,0.817,8,0.725,0,0.587,4,1.0,sexy,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6']",{'red': 8},106.38888888888889,0.0,True,False,False,"{'rgb': 8, 'dimmer': 1}",red
Beggin',sexy,11.89164,0.788,-10.847,126.183,0.667,4,0.0,1,0.0,4,1.0,sexy,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6']",{'red': 8},106.38888888888889,0.0,True,False,False,"{'rgb': 8, 'dimmer': 1}",red
Beggin',ambient2,17.13555,0.696,-6.604,126.078,0.599,3,0.478,1,0.415,4,1.0,ambient2,ambient,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']",{'red': 8},,0.0,False,True,False,"{'rgb': 8, 'dimmer': 2}",red
Beggin',sexy,31.42856,0.136,-4.6,125.977,0.797,11,0.188,1,0.289,4,1.0,sexy,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6']",{'red': 8},106.38888888888889,0.0,True,False,False,"{'rgb': 8, 'dimmer': 1}",red
Beggin',sexy,13.8383,0.305,-5.998,126.039,0.83,4,0.678,1,0.566,4,1.0,sexy,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6']",{'red': 8},106.38888888888889,0.0,True,False,False,"{'rgb': 8, 'dimmer': 1}",red
Can't Get You out of My Head,chill_pink,16.277,1.0,-9.322,125.948,0.946,9,0.663,0,0.591,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Can't Get You out of My Head,chill_pink,15.71617,0.69,-7.028,125.973,0.76,9,0.781,0,0.656,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Can't Get You out of My Head,chill_pink,14.76326,0.022,-7.721,126.118,0.863,10,0.009,1,0.296,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Can't Get You out of My Head,discovibe,34.27945,0.436,-7.291,126.04,0.784,9,0.81,0,0.691,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Can't Get You out of My Head,trance,41.44351,0.681,-7.063,126.09,0.582,9,0.595,0,0.569,4,1.0,trance,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'discoball']",{'purple': 8},255.0,255.0,False,True,True,"{'rgb': 8, 'dimmer': 1}",purple
Can't Get You out of My Head,chill_pink,16.66298,0.052,-7.756,126.086,0.846,9,0.482,0,0.482,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Can't Get You out of My Head,trance,36.20125,0.867,-7.359,125.916,0.535,7,0.27,0,0.353,4,1.0,trance,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'discoball']",{'purple': 8},255.0,255.0,False,True,True,"{'rgb': 8, 'dimmer': 1}",purple
Can't Get You out of My Head,chill_pink,43.81986,0.711,-6.589,125.947,0.468,2,0.479,0,0.342,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Can't Get You out of My Head,chill_pink,11.47651,1.0,-19.494,126.131,0.458,9,0.776,0,0.674,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Smalltown Boy,disco,8.98593,1.0,-25.448,126.176,0.814,0,0.339,0,0.328,4,0.714,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Smalltown Boy,whispers,20.12949,0.852,-14.776,130.433,0.371,10,0.933,1,0.702,4,1.0,whispers,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 3, 'purple': 3, 'green': 2}",20.833333333333332,0.0,True,True,True,"{'rgb': 8, 'dimmer': 2, 'strobe': 1}",blue
Smalltown Boy,trance,15.59469,0.342,-10.799,134.535,0.612,5,0.124,0,0.411,4,1.0,trance,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'discoball']",{'purple': 8},255.0,255.0,False,True,True,"{'rgb': 8, 'dimmer': 1}",purple
Smalltown Boy,discovibe,14.69629,0.574,-10.177,134.702,0.766,5,0.005,0,0.147,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Smalltown Boy,bluevelvet,12.48119,0.476,-15.022,134.638,0.727,10,0.085,1,0.303,4,1.0,bluevelvet,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']",{'blue': 8},56.25,0.0,True,False,False,"{'dimmer': 2, 'rgb': 8}",blue
Smalltown Boy,build1,29.86679,0.087,-11.48,134.627,0.693,10,0.994,1,0.675,4,1.0,build1,build,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 4, 'purple': 4}",127.5,0.0,True,True,False,"{'rgb': 8, 'dimmer': 2}",blue
Smalltown Boy,build1,15.15464,0.596,-10.315,134.606,0.415,5,0.077,0,0.45,4,1.0,build1,build,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 4, 'purple': 4}",127.5,0.0,True,True,False,"{'rgb': 8, 'dimmer': 2}",blue
Smalltown Boy,discovibe,14.26412,0.531,-11.952,134.568,0.719,10,0.59,0,0.558,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Smalltown Boy,discovibe,12.92626,0.364,-9.896,134.814,0.489,5,0.056,0,0.357,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Smalltown Boy,trance,35.66971,0.527,-8.538,134.634,0.315,5,0.034,0,0.346,4,1.0,trance,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'discoball']",{'purple': 8},255.0,255.0,False,True,True,"{'rgb': 8, 'dimmer': 1}",purple
Smalltown Boy,rightround,14.26421,0.893,-10.942,134.538,0.822,10,0.415,1,0.482,4,1.0,rightround,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'lasers', 'discoball']",{},141.66666666666666,255.0,True,False,True,"{'rgb': 8, 'dimmer': 2}",
Smalltown Boy,rightround,28.97452,0.711,-8.92,134.686,0.473,10,0.396,1,0.395,4,1.0,rightround,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'lasers', 'discoball']",{},141.66666666666666,255.0,True,False,True,"{'rgb': 8, 'dimmer': 2}",
Smalltown Boy,trance,14.48552,0.544,-9.405,134.776,0.533,5,0.129,0,0.403,4,1.0,trance,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'discoball']",{'purple': 8},255.0,255.0,False,True,True,"{'rgb': 8, 'dimmer': 1}",purple
Smalltown Boy,chill_pink,12.93384,0.487,-14.862,134.621,0.746,10,0.046,0,0.401,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Smalltown Boy,trance,42.80878,0.672,-9.593,134.482,0.377,10,0.32,0,0.351,4,1.0,trance,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'discoball']",{'purple': 8},255.0,255.0,False,True,True,"{'rgb': 8, 'dimmer': 1}",purple
Smalltown Boy,chill_pink,9.17737,1.0,-31.029,134.597,0.275,5,0.023,0,0.335,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Torture Me (feat. Skrillex),discolaser,12.86093,1.0,-8.065,157.063,0.659,8,0.916,1,0.802,4,1.0,discolaser,effect,"['discoball', 'lasers']",{},177.5,,False,False,True,{'dimmer': 2},
Torture Me (feat. Skrillex),chill_white,27.51898,0.951,-3.171,157.02,0.587,8,0.49,1,0.688,4,1.0,chill_white,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'white': 8},85.0,0.0,True,False,True,"{'rgb': 8, 'dimmer': 4, 'strobe': 1}",white
Torture Me (feat. Skrillex),white_bass_pulse,8.02402,0.146,-2.481,157.215,0.658,1,0.0,1,0.0,4,1.0,white_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'white': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",white
Torture Me (feat. Skrillex),chill_white,12.99145,0.171,-2.832,157.07,0.559,8,0.272,1,0.454,4,1.0,chill_white,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'white': 8},85.0,0.0,True,False,True,"{'rgb': 8, 'dimmer': 4, 'strobe': 1}",white
