song,scene,duration,confidence,loudness,tempo,tempo_confidence,key,key_confidence,mode,mode_confidence,time_signature,time_signature_confidence,name,type,active_lights,colors,avg_brightness,avg_strobe,uses_mfft,uses_time,uses_bool,active_light_types,dominant_color
Vanished,build1,32.00884,0.687,-8.629,119.985,0.737,5,0.02,1,0.303,4,1.0,build1,build,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 4, 'purple': 4}",127.5,0.0,True,True,False,"{'rgb': 8, 'dimmer': 2}",blue
Vanished,blue_bass_pulse,16.00981,0.981,-4.98,119.938,0.508,8,0.114,1,0.675,4,1.0,blue_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'blue': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",blue
Vanished,blue_bass_pulse,15.99479,0.876,-13.378,120.036,0.682,3,0.0,1,0.0,4,1.0,blue_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'blue': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",blue
Vanished,blue_bass_pulse,15.99766,0.786,-12.119,119.857,0.664,5,0.165,1,0.401,4,1.0,blue_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'blue': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",blue
Vanished,build1,81.29862,0.673,-5.679,119.987,0.528,0,0.404,0,0.503,4,1.0,build1,build,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 4, 'purple': 4}",127.5,0.0,True,True,False,"{'rgb': 8, 'dimmer': 2}",blue
Two of Hearts,chill_pink,18.09856,1.0,-9.088,130.688,0.852,10,0.151,1,0.484,4,0.818,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Two of Hearts,chill_pink,60.57031,0.47,-6.769,130.765,0.666,10,0.201,0,0.338,4,0.742,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Two of Hearts,chill_pink,10.54682,0.201,-6.414,130.627,0.664,3,0.551,1,0.514,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Two of Hearts,discovibe,14.23072,0.416,-5.741,130.653,0.6,1,0.802,1,0.687,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Two of Hearts,bluevelvet,14.68591,0.451,-6.013,130.891,0.582,5,0.954,0,0.765,4,1.0,bluevelvet,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']",{'blue': 8},56.25,0.0,True,False,False,"{'dimmer': 2, 'rgb': 8}",blue
Two of Hearts,vintage,7.80349,0.804,-8.344,130.609,0.868,4,0.09,1,0.438,4,1.0,vintage,effect,"['orb', 'ropes']",{},141.25,,True,False,False,{'dimmer': 2},
Two of Hearts,chill_pink,12.39289,0.835,-8.878,130.756,0.86,10,0.275,1,0.553,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Two of Hearts,chill_pink,31.67632,0.805,-7.084,130.683,0.65,3,0.271,1,0.243,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Two of Hearts,discovibe,14.2267,0.487,-5.76,130.749,0.576,1,0.952,1,0.757,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Two of Hearts,chill_pink,45.90453,0.499,-6.501,130.755,0.586,5,0.93,0,0.772,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Two of Hearts,chill_pink,9.55708,1.0,-28.852,130.433,0.6,3,0.553,1,0.45,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Lo Que Soy,chill_blue,8.11088,1.0,-5.861,126.036,0.957,3,0.069,1,0.383,4,1.0,chill_blue,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'blue': 8},102.5,0.0,True,False,False,{'rgb': 8},blue
Lo Que Soy,bluevelvet,15.71323,0.412,-4.999,125.982,0.803,3,0.424,0,0.577,4,1.0,bluevelvet,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']",{'blue': 8},56.25,0.0,True,False,False,"{'dimmer': 2, 'rgb': 8}",blue
Lo Que Soy,build1,17.14035,0.312,-4.112,125.884,0.624,8,0.026,1,0.427,4,1.0,build1,build,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 4, 'purple': 4}",127.5,0.0,True,True,False,"{'rgb': 8, 'dimmer': 2}",blue
Lo Que Soy,red_bass_pulse,10.94918,0.92,-6.36,126.06,0.967,1,0.233,0,0.38,4,1.0,red_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'red': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",red
Lo Que Soy,red_bass_pulse,31.43979,0.322,-5.211,125.967,0.878,1,0.186,0,0.346,4,1.0,red_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'red': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",red
Lo Que Soy,vintage,9.04761,0.899,-8.106,125.929,0.764,3,0.054,1,0.501,4,1.0,vintage,effect,"['orb', 'ropes']",{},141.25,,True,False,False,{'dimmer': 2},
Lo Que Soy,bluevelvet,12.84769,0.918,-4.76,126.153,0.756,6,0.353,1,0.285,4,1.0,bluevelvet,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']",{'blue': 8},56.25,0.0,True,False,False,"{'dimmer': 2, 'rgb': 8}",blue
Lo Que Soy,build1,7.61061,0.335,-4.604,126.456,0.61,7,0.38,0,0.658,4,1.0,build1,build,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 4, 'purple': 4}",127.5,0.0,True,True,False,"{'rgb': 8, 'dimmer': 2}",blue
Lo Que Soy,white_riser,13.81391,0.302,-4.677,126.296,0.543,5,0.176,0,0.359,4,1.0,white_riser,build,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'white': 8},,255.0,False,True,False,{'rgb': 8},white
Lo Que Soy,red_bass_pulse,44.27995,0.842,-5.287,126.009,0.864,1,0.379,0,0.424,4,1.0,red_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'red': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",red
DARE,ambient1,9.85394,1.0,-10.906,120.339,0.725,3,0.074,1,0.436,4,1.0,ambient1,ambient,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 4, 'purple': 4}",,0.0,False,True,False,"{'rgb': 8, 'dimmer': 2}",blue
DARE,party,15.96577,0.595,-5.845,120.333,0.775,2,0.282,1,0.543,4,1.0,party,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']","{'purple': 2, 'pink': 4, 'blue': 1, 'green': 1}",28.333333333333332,85.0,True,True,True,"{'rgb': 8, 'dimmer': 4, 'strobe': 1}",pink
DARE,disco,11.97829,0.28,-5.651,120.252,0.697,11,0.0,0,0.0,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
DARE,discolaser,20.96069,0.311,-5.984,120.312,0.724,11,0.027,0,0.441,4,1.0,discolaser,effect,"['discoball', 'lasers']",{},177.5,,False,False,True,{'dimmer': 2},
DARE,whispers,15.96914,0.413,-5.597,120.258,0.69,11,0.053,0,0.512,4,1.0,whispers,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 3, 'purple': 3, 'green': 2}",20.833333333333332,0.0,True,True,True,"{'rgb': 8, 'dimmer': 2, 'strobe': 1}",blue
DARE,discolaser,47.91242,0.344,-5.709,120.249,0.718,2,0.261,1,0.278,4,1.0,discolaser,effect,"['discoball', 'lasers']",{},177.5,,False,False,True,{'dimmer': 2},
DARE,discovibe,95.32694,0.225,-5.603,120.257,0.66,2,0.381,1,0.341,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
DARE,whispers,10.48717,1.0,-7.742,120.119,0.848,0,0.0,0,0.0,4,1.0,whispers,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 3, 'purple': 3, 'green': 2}",20.833333333333332,0.0,True,True,True,"{'rgb': 8, 'dimmer': 2, 'strobe': 1}",blue
DARE,discovibe,16.54537,0.923,-5.256,120.325,0.531,2,0.533,0,0.5,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Oblivion,chill_blue,13.69322,1.0,-12.657,156.063,0.943,1,0.119,0,0.542,4,1.0,chill_blue,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'blue': 8},102.5,0.0,True,False,False,{'rgb': 8},blue
Oblivion,chill_pink,10.38914,0.916,-10.239,156.127,0.893,11,0.0,0,0.0,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Oblivion,chill_pink,97.69455,1.0,-8.338,155.945,0.662,11,0.0,0,0.0,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Oblivion,trance,26.91309,0.104,-7.594,156.122,0.482,11,0.396,0,0.483,4,1.0,trance,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6', 'discoball']",{'purple': 8},255.0,255.0,False,True,True,"{'rgb': 8, 'dimmer': 1}",purple
Oblivion,discovibe,25.77849,0.973,-9.545,155.821,0.467,6,0.0,0,0.0,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Oblivion,discovibe,35.77183,0.306,-8.04,155.936,0.573,2,0.0,1,0.0,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Oblivion,chill_pink,17.62759,0.89,-11.687,153.247,0.122,6,0.007,0,0.293,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Oblivion,chill_pink,23.39876,0.73,-13.14,147.887,0.101,9,0.063,1,0.427,4,0.667,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
i like the way you kiss me,chill_blue,8.73026,1.0,-5.007,151.244,0.556,1,0.0,1,0.0,4,1.0,chill_blue,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'blue': 8},102.5,0.0,True,False,False,{'rgb': 8},blue
i like the way you kiss me,blue_pulse,11.87373,0.746,-4.13,151.839,0.569,11,0.628,1,0.559,4,1.0,blue_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'blue': 8},85.0,0.0,True,False,True,"{'rgb': 8, 'dimmer': 4, 'strobe': 1}",blue
i like the way you kiss me,blue_bass_pulse,24.13826,0.47,-4.541,151.776,0.447,11,0.775,1,0.591,4,1.0,blue_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'blue': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",blue
i like the way you kiss me,build1,17.81798,0.124,-4.051,151.777,0.408,11,0.623,1,0.486,4,1.0,build1,build,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 4, 'purple': 4}",127.5,0.0,True,True,False,"{'rgb': 8, 'dimmer': 2}",blue
i like the way you kiss me,blue_riser,20.97816,0.076,-3.726,151.663,0.464,8,0.075,0,0.239,4,1.0,blue_riser,build,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'blue': 8},,255.0,False,True,False,{'rgb': 8},blue
i like the way you kiss me,chill_blue,12.67301,0.59,-3.298,151.83,0.316,0,0.0,0,0.0,4,1.0,chill_blue,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'blue': 8},102.5,0.0,True,False,False,{'rgb': 8},blue
i like the way you kiss me,bloop,12.66528,0.93,-5.018,151.828,0.298,11,0.544,1,0.565,4,1.0,bloop,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'blue': 8},,,False,False,True,{'rgb': 8},blue
i like the way you kiss me,bloop,26.5195,0.664,-4.208,151.631,0.44,11,0.358,1,0.442,4,1.0,bloop,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'blue': 8},,,False,False,True,{'rgb': 8},blue
i like the way you kiss me,chill_blue,7.11841,0.999,-5.623,151.463,0.242,1,0.0,1,0.0,4,1.0,chill_blue,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'blue': 8},102.5,0.0,True,False,False,{'rgb': 8},blue
Crimewave,flicker,67.22811,1.0,-6.926,119.947,0.723,0,0.0,1,0.0,4,0.897,flicker,effect,"['orb', 'ropes']",{},,,False,False,True,{'dimmer': 2},
Crimewave,blue_bass_pulse,16.50109,0.299,-7.333,120.028,0.809,0,0.0,1,0.0,4,1.0,blue_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'blue': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",blue
Crimewave,blue_bass_pulse,23.50365,0.33,-8.038,119.902,0.767,4,0.357,0,0.464,4,1.0,blue_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'blue': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",blue
Crimewave,bluevelvet,64.00788,0.079,-6.794,119.912,0.734,0,0.0,1,0.0,4,0.784,bluevelvet,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']",{'blue': 8},56.25,0.0,True,False,False,"{'dimmer': 2, 'rgb': 8}",blue
Crimewave,blue_bass_pulse,16.50076,0.358,-7.398,120.041,0.807,0,0.0,1,0.0,4,1.0,blue_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'blue': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",blue
Crimewave,blue_bass_pulse,31.48374,0.434,-8.204,119.961,0.79,9,0.0,0,0.0,4,1.0,blue_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'blue': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",blue
Crimewave,chill_blue,15.87779,1.0,-11.316,120.039,0.646,0,0.382,1,0.337,4,1.0,chill_blue,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'blue': 8},102.5,0.0,True,False,False,{'rgb': 8},blue
Crimewave,flicker,15.81163,0.737,-8.339,123.161,0.514,5,0.389,0,0.42,4,1.0,flicker,effect,"['orb', 'ropes']",{},,,False,False,True,{'dimmer': 2},
Crimewave,flicker,7.53867,1.0,-17.65,123.239,0.789,7,0.379,1,0.529,4,1.0,flicker,effect,"['orb', 'ropes']",{},,,False,False,True,{'dimmer': 2},
Groovin',vintage,33.3281,1.0,-9.689,118.217,0.429,11,0.676,1,0.634,4,1.0,vintage,effect,"['orb', 'ropes']",{},141.25,,True,False,False,{'dimmer': 2},
Groovin',party,49.81481,0.916,-2.683,118.029,0.648,11,0.014,0,0.216,4,1.0,party,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']","{'purple': 2, 'pink': 4, 'blue': 1, 'green': 1}",28.333333333333332,85.0,True,True,True,"{'rgb': 8, 'dimmer': 4, 'strobe': 1}",pink
Groovin',discovibe,25.68134,0.212,-2.338,118.196,0.293,1,0.578,1,0.528,4,0.938,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Groovin',discovibe,31.52692,0.517,-2.692,117.984,0.593,11,0.589,1,0.555,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Groovin',discovibe,25.42394,0.668,-2.322,118.118,0.315,1,0.786,1,0.681,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Groovin',discovibe,40.6721,0.509,-3.166,117.87,0.526,11,0.383,1,0.452,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Groovin',chill_pink,7.11209,1.0,-29.808,117.818,0.244,1,0.394,1,0.548,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Otro Atardecer,chill_pink,17.80179,1.0,-18.573,108.256,0.668,2,0.596,1,0.575,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Otro Atardecer,vintage,33.87902,0.73,-7.232,108.138,0.805,7,0.583,1,0.564,4,1.0,vintage,effect,"['orb', 'ropes']",{},141.25,,True,False,False,{'dimmer': 2},
Otro Atardecer,bluevelvet,20.00724,0.354,-4.895,107.884,0.479,2,0.072,1,0.474,4,1.0,bluevelvet,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']",{'blue': 8},56.25,0.0,True,False,False,"{'dimmer': 2, 'rgb': 8}",blue
Otro Atardecer,bluevelvet,19.99865,0.389,-6.209,108.019,0.452,2,1.0,1,1.0,4,1.0,bluevelvet,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']",{'blue': 8},56.25,0.0,True,False,False,"{'dimmer': 2, 'rgb': 8}",blue
Otro Atardecer,chill_pink,33.90152,0.212,-4.762,107.961,0.746,2,0.693,1,0.651,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Otro Atardecer,chill_pink,17.20124,0.019,-6.067,108.268,0.438,9,0.464,1,0.513,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Otro Atardecer,chill_pink,17.78283,0.624,-9.457,108.123,0.522,11,0.296,0,0.465,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Otro Atardecer,chill_pink,27.21497,0.441,-6.039,108.077,0.629,2,0.684,1,0.619,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Otro Atardecer,discovibe,13.3429,0.833,-3.459,107.785,0.518,7,0.105,1,0.478,4,1.0,discovibe,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'rgb1', 'rgb6', 'discoball', 'ropes']","{'blue': 4, 'pink': 4}",70.0,0.1111111111111111,True,True,True,"{'dimmer': 2, 'rgb': 8, 'strobe': 1}",blue
Otro Atardecer,chill_pink,31.66725,0.183,-7.522,108.058,0.598,2,0.818,1,0.726,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Otro Atardecer,chill_pink,11.64704,0.934,-34.396,108.027,0.636,2,0.0,1,0.0,4,1.0,chill_pink,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'rgb4', 'rgb1', 'rgb6']",{'pink': 8},55.0,0.0,True,False,False,{'rgb': 8},pink
Space Funk '75,white_bass_pulse,9.97586,1.0,-25.813,127.314,0.389,1,0.0,1,0.0,4,1.0,white_bass_pulse,unknown,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'lasers', 'discoball', 'ropes']",{'white': 8},85.0,255.0,True,False,True,"{'rgb': 8, 'strobe': 1, 'dimmer': 4}",white
Space Funk '75,whispers,21.61541,0.801,-9.606,124.003,0.68,1,0.0,1,0.0,4,1.0,whispers,effect,"['rgb8', 'rgb3', 'rgb7', 'rgb2', 'rgb5', 'strobe', 'rgb4', 'orb', 'rgb1', 'rgb6', 'ropes']","{'blue': 3, 'purple': 3, 'green': 2}",20.833333333333332,0.0,True,True,True,"{'rgb': 8, 'dimmer': 2, 'strobe': 1}",blue
